company,Opening Date,issue_price,issue_size_cr,sub_qib,sub_hni,sub_retail,Total (x),Listing Date,Open Price on Listing (Rs.),Close Price on Listing (Rs.),listing_gain_pct,year,positive_listing,gmp_pct,sector,market_mood,pe_vs_sector,promoter_holding,revenue_growth_pct,roce_pct,debt_equity,company_age
IPO_Synth_0157,,237.4098491095119,679.1942054764013,58.22076076237774,16.885825380858062,12.74235006209195,87.84893620532775,,,,7.1846620367536564,2025,1,15.11025454311911,Pharma,bull,1.2,29.084379949669465,25.37650443217764,15.640241555525508,1.3789672565013227,4.912200855666975
IPO_Synth_0158,,316.6550496778943,71.9742,146.44122314612525,101.64464780181578,30.476631922188194,278.5625028701292,,,,61.952226977161175,2018,1,33.5599082661776,Retail,bull,1.2,73.94589317780793,28.150476465693696,12.470472886016534,2.1331537156326057,7.607477601940107
IPO_Synth_0159,,821.9327064975818,71.9742,0.5,0.5,0.5,1.5,,,,8.405027308688265,2019,1,1.484650147640466,Mfg,bull,1.2,82.37121421330686,20.561669611261575,24.0,0.9033924398247961,11.818726970340503
IPO_Synth_0160,,642.9265379131243,71.9742,8.291835442499055,2.253174019183402,1.9586151986409048,12.503624660323363,,,,-3.21143422656107,2016,0,-11.559908198151144,FMCG,bull,1.2,82.49471099142077,13.431347411374718,20.36054297821844,0.3553742440215013,12.65556143371313
IPO_Synth_0161,,597.2426511360217,2323.942380741682,8.392039912327656,6.085611810916612,2.083667086688456,16.561318809932725,,,,-0.1,2020,0,-8.596982848861893,Infra,bear,1.2,72.61872482751676,15.734730459600192,22.95655316873049,1.3861908707293251,9.938009751293336
IPO_Synth_0162,,565.421169907312,1339.601891288931,0.5,0.5,0.5,1.5,,,,-14.848050012394136,2026,0,-3.4050977179300355,Mfg,bear,1.2,66.34223903689067,20.856365703681607,11.451921776637013,0.0,10.602971532944254
IPO_Synth_0163,,40.04,2630.1853193455854,137.25404263089885,79.93414253892479,18.713990295824928,235.90217546564855,,,,29.3574394564029,2026,1,58.35661675769086,FMCG,neutral,1.2,42.03937948806965,26.736570883330764,6.7873947443003075,1.9193882247244085,11.110783458997126
IPO_Synth_0164,,507.85267019791746,2471.502181931255,13.156754931253726,4.439192698495438,2.213967613389141,19.809915243138303,,,,-11.311698527606435,2023,0,-5.486274146932593,FMCG,neutral,1.2,65.75477176361127,11.32156419420049,13.681705548159094,0.7113769395668552,12.04430787625229
IPO_Synth_0165,,779.6382886472968,3667.4016256519276,104.34154350733382,68.73268842525508,10.805910475821259,183.88014240841017,,,,57.435940672351165,2023,1,30.43794050033542,Tech,bull,1.2,48.63008414099188,12.979983130462724,24.0,0.2713097318801283,9.395772560340562
IPO_Synth_0166,,325.6949890151794,454.7139149994398,18.075703078558703,12.128013559601376,3.249734709839296,33.453451347999376,,,,-13.722114392015458,2023,0,-7.251031628896745,Finance,bear,1.2,69.45322969476976,24.54292093208481,13.551570995282141,0.0,7.0511185782074115
IPO_Synth_0167,,748.6976455477405,71.9742,18.664827750026166,13.796493841862112,4.576424340745689,37.03774593263397,,,,52.82668577448242,2023,1,32.452526514857524,Auto,bull,1.2,46.250408528587435,12.238236881415085,19.733046335290833,1.1269399508790463,11.161523096981206
IPO_Synth_0168,,601.0637979877259,1928.5942875782496,101.91775466392859,76.05782961261544,34.54275776612929,212.5183420426733,,,,57.49892326883872,2021,1,20.62214332740515,Auto,bull,1.2,69.3386885212785,13.249862944180926,10.388201636520408,0.2193834855630329,15.874915691533182
IPO_Synth_0169,,697.5433869897593,1378.6357776704622,33.05877087766111,9.51857400975142,4.776139445693124,47.353484333105655,,,,5.029435275454094,2018,1,8.900691866997043,Infra,neutral,1.2,83.81622143853261,26.819224718606606,11.269468631449778,0.40571771855046795,7.232641468169641
IPO_Synth_0170,,432.2212670786085,2180.1885416754244,14.968150019808471,8.66628645070395,1.7043653554092377,25.338801825921657,,,,35.77088923674023,2025,1,11.40854908791572,Auto,bear,1.2,66.78872983325189,18.67206911473803,14.64093479282627,0.0,9.619260044752613
IPO_Synth_0171,,717.6671359092923,71.9742,11.324093690130304,4.377023668434814,1.9712735653379325,17.67239092390305,,,,-17.881838194231104,2025,0,-1.8806204258888366,Auto,neutral,1.2,65.91225732586159,18.213128115763233,24.0,0.06532072557729418,8.841260685776984
IPO_Synth_0172,,40.04,3193.4203616546865,52.13426772630889,16.307019879862796,7.257060066428622,75.6983476726003,,,,40.234131011975556,2017,1,21.94497258331607,Tech,bull,1.2,76.4344841429262,28.209762929529536,19.951047775676646,0.0,16.0
IPO_Synth_0173,,426.1441936735749,71.9742,0.5,0.5,0.5,1.5,,,,18.322365757335294,2017,1,2.4436845320632252,Retail,neutral,1.2,91.8660237688305,13.622140068238885,6.0,0.918562808987832,7.117823700647499
IPO_Synth_0174,,658.3778471308195,375.47893936297,13.364885301782568,9.598909470743688,1.3556977612982477,24.319492533824505,,,,-29.364399807360012,2024,0,-11.559908198151144,Auto,bull,1.2,58.068886123612785,12.41609277275034,18.0002885455829,0.2323536411226802,9.518626048090532
IPO_Synth_0175,,516.0338005531288,4460.5912178413255,15.514961299355381,9.182136062469752,5.35602487404178,30.053122235866912,,,,-33.471215755039864,2016,0,-11.559908198151144,Finance,neutral,1.2,69.37839615689164,29.775275097123227,9.830693167176266,0.0,8.905941393777583
IPO_Synth_0176,,789.071583534994,71.9742,44.70941888861409,12.30539461934986,14.035031842194451,71.0498453501584,,,,36.99718664389748,2024,1,16.026031165284984,Finance,neutral,1.2,87.20218642233482,21.399933833889822,11.932973090871148,0.08498792617613488,6.236959969284147
IPO_Synth_0177,,361.15935591094086,4255.484475802049,94.63631026119765,70.23102908721764,21.072444623042536,185.9397839714578,,,,66.61291282165836,2026,1,46.466576967427656,Mfg,bull,1.2,72.04719941518852,24.07822850130602,17.296756823676883,0.0,6.074022973251884
IPO_Synth_0178,,227.81913119549418,71.9742,18.450718346216323,12.06503761141342,6.093083212320753,36.6088391699505,,,,23.276350344435468,2016,1,15.753412990248696,Pharma,neutral,1.2,24.0,18.13349554809465,21.292960697359497,0.0,11.705150206929169
IPO_Synth_0179,,40.04,71.9742,2.0,0.809179305650725,0.5140296663286386,3.323208971979364,,,,11.797126358994086,2024,1,9.723105626251796,Tech,neutral,1.2,47.118866170804566,19.360409443855648,21.07169523687042,1.50388457866806,12.125958717569123
IPO_Synth_0180,,321.58060184643114,71.9742,25.25654711111329,12.260370192831584,8.800422067478753,46.31733937142363,,,,40.94811567083336,2017,1,18.47681331765362,Tech,bull,1.2,73.51875780810785,15.777405599906123,16.492049854608112,0.0,8.321499570765784
IPO_Synth_0181,,591.3792349916552,1825.8098871164384,64.2805490088977,39.42248867211677,10.900473755685125,114.60351143669959,,,,31.653057641248544,2019,1,40.556179422141525,Finance,bull,1.2,52.796892198632705,21.908720205888773,16.555278532487996,0.7948436336170601,14.226989207547923
IPO_Synth_0182,,674.7717980135716,3420.8607287288473,2.0,1.1760320858394464,0.6984530713087568,3.8744851571482033,,,,35.665112580111725,2022,1,17.038792832787962,Auto,bull,1.2,85.92638417444675,24.988237588837574,21.057954293271607,0.0,4.0
IPO_Synth_0183,,40.04,4886.3082854661325,11.383552267130383,5.4816408745633805,1.6513188444331204,18.516511986126886,,,,16.251037842626335,2023,1,3.3971812242505686,Infra,bull,1.2,93.4426322455296,21.17589146256137,7.910051772968783,0.0,6.22458317993497
IPO_Synth_0184,,816.2964750991492,4678.793675524672,61.559366495857105,31.16104046691912,11.594989354550522,104.31539631732674,,,,77.18346099381816,2016,1,36.233847921099475,Auto,bull,1.2,49.37558701049058,26.36544055613824,23.22309822976688,0.0,7.525838156063237
IPO_Synth_0185,,81.97375717322457,3767.3186222352833,63.69036270040644,17.298547093684526,21.26181874986182,102.25072854395279,,,,19.666417096895763,2017,1,21.57021252208853,Finance,neutral,1.2,41.41495193249889,23.974373983970306,11.688082490740179,0.8195233121573138,9.973140172731155
IPO_Synth_0186,,373.43959951138555,71.9742,104.66604358427541,52.36616138967294,20.16240310297322,177.19460807692158,,,,22.426893196371186,2019,1,45.528684347502534,Finance,neutral,1.2,53.498717711771064,13.709346328223054,16.17276141356783,0.9318049721150483,8.647278681332963
IPO_Synth_0187,,220.52247952269462,71.9742,4.101223507984702,1.7230201524248476,0.62526882141579,6.44951248182534,,,,21.59776569180545,2023,1,16.256450713928853,Infra,neutral,1.2,52.45948946637397,19.131535938185046,12.766861347772732,0.0,9.396858676762825
IPO_Synth_0188,,557.348726822474,3572.3425623304465,5.783639355513219,2.2702265095799277,0.6643769266414553,8.718242791734603,,,,-19.182775966838513,2020,0,-11.559908198151144,Retail,bear,1.2,87.64958918181075,17.309632050405817,9.797958154817922,1.650524134535555,11.45516735813075
IPO_Synth_0189,,446.95667479538076,5221.343207289128,11.135334326112641,4.285001502333612,1.52820829907998,16.948544127526233,,,,-27.520223062873114,2019,0,-11.559908198151144,FMCG,neutral,1.2,41.3639804709444,24.52060473536189,17.07715714666799,0.0,14.37120838405778
IPO_Synth_0190,,646.4065262912673,71.9742,96.3683652324115,55.36106711854611,18.194912082237593,169.9243444331952,,,,42.73104687513188,2017,1,48.021317408098426,Retail,bull,1.2,73.3637436949473,22.769524792079366,16.06441062264673,0.8886090982925567,12.407292088875735
IPO_Synth_0191,,1044.639584773076,4889.966020728692,159.19812830842795,73.96803696758847,32.68465141497679,265.8508166909932,,,,17.930292477657954,2026,1,49.595560371524364,Tech,bull,1.2,84.9810829262494,20.76429600041745,14.525731323452789,0.0,10.168460257394903
IPO_Synth_0192,,550.7228464690006,71.9742,24.124448155572043,11.1672361022116,5.684028382870282,40.975712640653924,,,,16.779995489977168,2023,1,8.405478157137846,Infra,bear,1.2,74.74596773909107,26.081532593259436,14.313004961623665,0.040937827402170446,9.759575326896117
IPO_Synth_0193,,217.83650249284247,2536.7204277358846,0.5,0.5,0.5,1.5,,,,17.774077707456318,2026,1,3.9975480833076786,Infra,neutral,1.2,67.85619487887506,8.805918179131284,21.86676176110135,0.0,13.304234681652087
IPO_Synth_0194,,572.3167246708043,1251.5676760040328,10.0,7.309317841218085,1.0335371245459604,18.342854965764047,,,,70.68758395395484,2021,1,43.92037767821307,Tech,bull,1.2,57.080198621161585,16.381218656361497,24.0,0.0,15.652704471276852
IPO_Synth_0195,,1079.2540575365742,990.2787133490359,8.913078898656302,3.2262056796231997,2.7655415000133,14.9048260782928,,,,-13.132303519638127,2025,0,-11.559908198151144,Pharma,neutral,1.2,93.28157937350909,16.89027797821276,20.638061572474218,0.29902531739569016,11.914878829136407
IPO_Synth_0196,,639.0186087342246,1603.1678322076064,0.5,0.5,0.5,1.5,,,,-11.137821822960625,2023,0,-7.073557951620627,Pharma,neutral,1.2,55.58539814931546,21.5104063317266,16.248338508876383,0.0,8.529686274530356
IPO_Synth_0197,,737.8576065062272,71.9742,186.16653396032297,64.24651433512204,53.824377927997524,304.2374262234425,,,,115.96429659713,2021,1,26.21409681077745,Infra,neutral,1.2,77.06911771450538,23.31686119306918,7.632299423677232,0.814441336672689,10.777684409371087
IPO_Synth_0198,,40.04,2682.8830005331047,0.5,0.5,0.5,1.5,,,,-5.3914013240543035,2021,0,3.750435896107882,Finance,bull,1.2,57.142766380919156,19.992153335415775,17.82220063657734,0.9454320870708444,11.74093663477409
IPO_Synth_0199,,546.974326776408,1679.687194306493,27.72842012985978,12.978685588752779,9.033937851547835,49.74104357016039,,,,33.58596128999536,2021,1,12.17990959272881,Pharma,bull,1.2,26.84934450475874,12.11024081062041,18.021256586795378,2.5,8.334562586633487
IPO_Synth_0200,,323.27102479294604,3956.3252018321405,33.09156423077863,15.117052820732242,4.081680717709202,52.290297769220075,,,,21.53154703012459,2020,1,8.753413197362937,Mfg,bull,1.2,55.1464312051826,22.440630725551742,18.47099818232302,1.4286958162205745,12.597263517074072
IPO_Synth_0201,,182.5010817090738,5661.452381320816,78.79911068366677,54.17812703715859,19.138635184517693,152.11587290534305,,,,20.06717085031432,2023,1,19.59678920182024,Finance,neutral,1.2,57.186891066439934,20.76837100102276,9.865585758604553,1.676420358065061,10.792124695079655
IPO_Synth_0202,,407.19880350636174,1852.127490257298,79.35805947871648,49.97493841607688,25.97051079343809,155.30350868823146,,,,69.02387951769424,2021,1,42.752484360728715,Retail,bull,1.2,57.41888730762803,11.187717740229582,18.82528784612507,0.0,13.493974281418497
IPO_Synth_0203,,451.9299127467979,71.9742,54.06679777883725,27.570689122120143,15.127975363475553,96.76546226443294,,,,40.79173155691761,2026,1,14.25126367051378,FMCG,neutral,1.2,48.114418523715756,18.227588671564888,22.02713786734346,0.0,7.069774517568731
IPO_Synth_0204,,201.5386702077307,71.9742,99.22542768613901,48.054398546836005,12.318462556431866,159.59828878940687,,,,66.46490797250983,2025,1,26.2273421195732,Tech,bull,1.2,71.26386633384557,22.24414729525001,10.578199653977215,0.20300942857201765,4.775567146326092
IPO_Synth_0205,,479.198632704679,5942.208542742042,10.0116412736815,7.308004544845158,2.5378617362109486,19.85750755473761,,,,-8.904747856649458,2021,0,-11.559908198151144,Infra,bull,1.2,73.26761068217486,29.91925294050504,18.080957839554525,2.286816300711365,8.821738418151961
IPO_Synth_0206,,355.5613544847746,5609.348394558133,30.276159908426273,22.048040699382284,9.081946569508926,61.40614717731748,,,,28.129625018272183,2020,1,11.236362364384663,FMCG,bear,1.2,54.4952596287301,13.465574757381049,11.347005120970334,2.5,10.071210669355358
IPO_Synth_0207,,654.7652401594204,3831.5408793772363,13.581392488335883,8.181233007798625,2.2913906987992885,24.054016194933794,,,,-11.883492444637511,2024,0,-5.95902868374272,Pharma,neutral,1.2,54.3441206706155,24.74072263572999,14.53078646285459,0.0,4.59729161622299
IPO_Synth_0208,,492.55842298589454,1677.5668997997511,14.720736097007316,9.275152534498877,3.799765108656599,27.79565374016279,,,,-7.28847600412481,2023,0,-11.559908198151144,Pharma,bull,1.2,41.08761127282401,13.541157483353299,10.73088958937401,0.0,8.174625073458468
IPO_Synth_0209,,543.2321721738077,3643.5932962678235,4.982241133934313,3.485309118599861,1.5450081981161852,10.01255845065036,,,,-9.542683163425783,2018,0,-6.714837541717227,Auto,bear,1.2,64.57852202166441,12.37634906322302,13.421794597567063,1.0438938956122739,13.850666500588694
IPO_Synth_0210,,749.367121744113,4917.20843644968,12.391979655978567,9.072842156410733,2.8621351306111746,24.326956943000475,,,,7.38591682196944,2025,1,5.0594234863271,Tech,bull,1.2,84.80254911356069,12.730452508792686,13.456686037745717,0.30284104435912873,11.599850630660413
IPO_Synth_0211,,604.3871346378829,71.9742,32.04484533161992,9.329452412826836,4.760159237279961,46.134456981726714,,,,82.20815497533891,2023,1,32.113375044377406,Mfg,bull,1.2,84.81510838049739,23.630083635509717,16.855237255808387,0.3280656022456121,10.414682940490556
IPO_Synth_0212,,412.74374369153054,1599.3263481438946,6.218485753018466,4.655590098579808,1.476396186569829,12.350472038168103,,,,-9.575149413013401,2022,0,-11.559908198151144,Pharma,bear,1.2,49.2153158088299,20.779358732672485,19.00661248906209,1.1348991204104601,6.832646690149754
IPO_Synth_0213,,40.04,71.9742,11.861746926119622,7.1349725302334415,2.9298631542737015,21.926582610626763,,,,21.125787641984093,2024,1,12.953709228930272,Infra,neutral,1.2,95.8414518064878,18.111864216297853,20.472799265513604,2.5,13.750845896279175
IPO_Synth_0214,,590.3042804830993,1185.8322492769323,0.5,0.5,0.5,1.5,,,,9.19735160763146,2018,1,1.8120213753408192,Finance,bull,1.2,53.48091478396975,22.74699190976859,12.066152854846475,1.8045733583354522,8.74796275171189
IPO_Synth_0215,,103.32202298877785,5541.413264017468,31.6034365536491,14.429609654073374,8.52989887388068,54.56294508160316,,,,6.495072125345464,2024,1,5.199026470384428,Mfg,bull,1.2,41.71308542754553,20.244928442418715,16.619408306658524,2.369126547656759,10.28498298106608
IPO_Synth_0216,,385.3644683990626,4329.159853137163,32.81421110128557,13.722737267197715,6.836290380987587,53.37323874947087,,,,52.28849131039296,2017,1,33.9931588643151,Finance,neutral,1.2,35.48676640887626,20.663113578000537,10.058260205420375,0.0,11.222205692471446
IPO_Synth_0217,,541.566472135106,1873.1849366242232,128.52511069278972,83.81188070860527,41.04465757258101,253.38164897397598,,,,39.63765384870094,2024,1,23.93703776340523,Retail,bull,1.2,40.62718008268166,18.178842892640695,14.50190383261259,1.5747814775024018,10.513753729181097
IPO_Synth_0218,,870.1658891807185,71.9742,66.08313057543197,38.14434129131299,19.686585341654418,123.91405720839938,,,,77.23410893621941,2022,1,41.235681903874955,Pharma,bull,1.2,66.00749669620218,13.834717633638558,15.192333839208908,0.0,14.47533443419781
IPO_Synth_0219,,1044.1334184489276,71.9742,38.175033155196665,13.374721525889106,11.498051480809862,63.047806161895636,,,,5.01131482963997,2022,1,8.946838854586286,Tech,neutral,1.2,55.365645754182246,30.147842697205515,10.848584144866107,2.1764484747541806,11.725341467665434
IPO_Synth_0220,,100.14698810933918,1788.3271107205778,16.94720844033211,9.404946848267596,3.923603739000593,30.275759027600298,,,,-0.3693381266524507,2024,0,-2.771324399613737,Infra,neutral,1.2,48.62385828723732,28.402589699670337,17.515975880722532,1.8573265325181894,11.015026966893362
IPO_Synth_0221,,40.04,959.7627614777792,42.49356139045548,13.622715552490057,6.335235681083498,62.451512624029036,,,,12.94833057699353,2019,1,7.4458489141462,FMCG,bear,1.2,44.74688891425055,29.540952221189006,14.299104227012498,1.1038148259520582,9.740711274141377
IPO_Synth_0222,,526.0824500434908,1607.0760089956586,54.77675709912367,27.302785114878628,15.398045215562963,97.47758742956526,,,,11.487480021122222,2024,1,17.53904873780795,Infra,bull,1.2,40.449885778426705,16.764110681534664,15.694661400515507,0.0,11.295718189533627
IPO_Synth_0223,,497.63196742763034,2153.216697180162,3.3996993803173465,1.841715129973275,0.5,5.741414510290621,,,,20.388028077693452,2016,1,16.11228690872664,Mfg,bull,1.2,43.982361516725526,15.908433724692856,20.51028836919565,0.016181787267815162,9.370011234860353
